task,noise,method,k,seed,n_edges,frac_edges,frac_syn,wall_s,sugar100__readout_full,sugar100__readout,sugar100__readout_ratio,sugar100__readout_trial_sd,sugar100__n_active_full,sugar100__n_active,sugar100__jaccard_active,sugar100__pearson_union,sugar100__pearson_fullactive,sugar100__mean_abs_rate_diff,sugar100_bitter100__readout_full,sugar100_bitter100__readout,sugar100_bitter100__readout_ratio,sugar100_bitter100__readout_trial_sd,sugar100_bitter100__n_active_full,sugar100_bitter100__n_active,sugar100_bitter100__jaccard_active,sugar100_bitter100__pearson_union,sugar100_bitter100__pearson_fullactive,sugar100_bitter100__mean_abs_rate_diff,suppression_full,suppression,jonCE100__readout_full,jonCE100__readout,jonCE100__readout_ratio,jonCE100__readout_trial_sd,jonCE100__n_active_full,jonCE100__n_active,jonCE100__jaccard_active,jonCE100__pearson_union,jonCE100__pearson_fullactive,jonCE100__mean_abs_rate_diff,jonF100__readout_full,jonF100__readout,jonF100__readout_ratio,jonF100__readout_trial_sd,jonF100__n_active_full,jonF100__n_active,jonF100__jaccard_active,jonF100__pearson_union,jonF100__pearson_fullactive,jonF100__mean_abs_rate_diff,specificity_full,specificity
bitter,3.5,act,5,0,2071412,0.1410353983590312,0.3860053291647503,833,32.666666666666664,39.0,1.1938775510204085,6.48074069840786,99833.0,103556.0,0.7617979279997228,0.9984407823424928,0.998556091652061,0.6906840834805911,1.3333333333333333,7.666666666666667,5.750000000000001,1.8856180831641267,99586.0,103527.0,0.7623228896427858,0.998084747104045,0.9982023620912692,0.705690958152933,0.9591836734693876,0.8034188034188035,,,,,,,,,,,,,,,,,,,,,,
bitter,3.5,shuf,5,0,2071412,0.1410353983590312,0.5733365339714506,819,32.666666666666664,0.3333333333333333,0.010204081632653,0.4714045207910317,99833.0,104786.0,0.7290918463059516,0.8168570410346769,0.8226410765209186,3.361422129081143,1.3333333333333333,1.0,0.75,1.4142135623730951,99586.0,104884.0,0.729103947501945,0.8163307844948597,0.8229226932151945,3.3546606681775653,0.9591836734693876,-2.0,,,,,,,,,,,,,,,,,,,,,,
bitter,3.5,shuf,5,1,2071412,0.1410353983590312,0.5733365339714506,865,32.666666666666664,5.0,0.1530612244897959,0.816496580927726,99833.0,104762.0,0.7283194512493876,0.8162583147556491,0.8247001702698342,3.3332826482398192,1.3333333333333333,2.333333333333333,1.7500000000000002,0.4714045207910317,99586.0,104804.0,0.7292755977460785,0.8157319124993263,0.8246134478454608,3.3404346526332414,0.9591836734693876,0.5333333333333333,,,,,,,,,,,,,,,,,,,,,,
bitter,3.5,shuf,5,2,2071412,0.1410353983590312,0.5733365339714506,732,32.666666666666664,1.0,0.0306122448979591,0.816496580927726,99833.0,104253.0,0.7265574769043349,0.8136823716462597,0.8200788121555377,3.368160129944841,1.3333333333333333,1.6666666666666667,1.2500000000000002,0.9428090415820634,99586.0,104155.0,0.7241201309966067,0.8135117122428954,0.8203634998786438,3.366753828491479,0.9591836734693876,-0.6666666666666667,,,,,,,,,,,,,,,,,,,,,,
bitter,3.5,act,10,0,895137,0.060946834034421,0.2089307387960129,746,32.666666666666664,32.666666666666664,1.0,0.9428090415820634,99833.0,107466.0,0.7563693053284418,0.9842307601176236,0.9843848188539948,1.2499823486716315,1.3333333333333333,42.0,31.5,8.04155872120988,99586.0,107289.0,0.7557818799066413,0.9829447638287738,0.9831419063535132,1.267175896456609,0.9591836734693876,-0.2857142857142858,,,,,,,,,,,,,,,,,,,,,,
bitter,3.5,shuf,10,0,895137,0.060946834034421,0.4067287727599152,720,32.666666666666664,7.666666666666667,0.2346938775510204,2.494438257849294,99833.0,105890.0,0.7322437500526267,0.8066935833688605,0.8101692919871563,3.3523771833065283,1.3333333333333333,4.0,3.0,1.632993161855452,99586.0,105826.0,0.7300183603685549,0.8060483059241845,0.8095952832116592,3.354489868108545,0.9591836734693876,0.4782608695652174,,,,,,,,,,,,,,,,,,,,,,
bitter,3.5,shuf,10,1,895137,0.060946834034421,0.4067287727599152,734,32.666666666666664,8.666666666666666,0.2653061224489796,2.0548046676563256,99833.0,106346.0,0.7320580995824828,0.8036025899422501,0.8068452179885254,3.362791961042925,1.3333333333333333,3.6666666666666665,2.75,0.4714045207910317,99586.0,106108.0,0.7294947575525716,0.8035847333864962,0.8075830287846475,3.365090709334948,0.9591836734693876,0.5769230769230769,,,,,,,,,,,,,,,,,,,,,,
bitter,3.5,shuf,10,2,895137,0.060946834034421,0.4067287727599152,730,32.666666666666664,0.3333333333333333,0.010204081632653,0.4714045207910317,99833.0,106567.0,0.7311660208343818,0.8017130224863221,0.8076088751717714,3.361755545490637,1.3333333333333333,1.3333333333333333,1.0,0.9428090415820634,99586.0,106366.0,0.730470949040037,0.8012016986308428,0.8069554189518136,3.365393717878699,0.9591836734693876,-3.0,,,,,,,,,,,,,,,,,,,,,,
bitter,3.5,act,31,0,150088,0.0102189814816706,0.0732289357814489,632,32.666666666666664,47.66666666666666,1.4591836734693877,4.027681991198191,99833.0,109924.0,0.7377944210168761,0.928504023976236,0.9287970523541454,2.160040208887379,1.3333333333333333,41.333333333333336,31.000000000000004,4.496912521077348,99586.0,109815.0,0.7358085480287808,0.9276754941058372,0.9280624326594652,2.1755142190833032,0.9591836734693876,0.1328671328671328,,,,,,,,,,,,,,,,,,,,,,
bitter,3.5,shuf,31,0,150088,0.0102189814816706,0.1696945914260617,632,32.666666666666664,9.666666666666666,0.2959183673469387,2.357022603955158,99833.0,113177.0,0.7294685990338164,0.687376880972598,0.6896341530972822,3.991512740361845,1.3333333333333333,6.0,4.5,1.4142135623730951,99586.0,112930.0,0.728418758234787,0.6865198065878162,0.6893818236131714,3.99424174894676,0.9591836734693876,0.3793103448275862,,,,,,,,,,,,,,,,,,,,,,
